timestamp,company,ltp,total_shares,market_cap,free_float_pct,free_float_mcap
2025-07-22 10:02:00,BATBC,300.0,540000000.0,162000000000.0,26.450000000000003,42849000000.0
2025-07-22 10:02:00,BGIC,30.9,54027255.0,1669442179.5,66.6,1111848491.547
2025-07-22 10:02:00,DBH,37.3,202867974.0,7566975430.2,48.68,3683603639.42136
2025-07-22 10:02:00,DGIC,25.0,40000000.0,1000000000.0,47.89,478900000.0
2025-07-22 10:02:00,DOMINAGE,11.7,102600000.0,1200420000.0,69.8,837893160.0
2025-07-22 10:02:00,EBLNRBMF,3.6,224261303.0,807340690.8000001,91.11,735568103.3878801
2025-07-22 10:02:00,ETL,9.0,183744000.0,1653696000.0,67.06,1108968537.6
2025-07-22 10:02:00,GHAIL,13.0,215837621.0,2805889073.0,69.58,1952337616.9933999
2025-07-22 10:02:00,JAMUNABANK,17.6,939337630.0,16532342288.000002,56.84,9396983356.4992
2025-07-22 10:02:00,KPCL,11.4,397413179.0,4530510240.6,30.010000000000005,1359606123.2040603
2025-07-22 10:02:00,MONOSPOOL,107.6,34105101.0,3669708867.6,57.5,2110082598.87
2025-07-22 10:02:00,PRAGATILIF,112.0,32545288.0,3645072256.0,59.38,2164443905.6128
2025-07-22 10:02:00,PUBALIBANK,25.6,1301434869.0,33316732646.4,71.8,23921414040.1152
2025-07-22 10:02:00,SQURPHARMA,215.9,886451010.0,191384773059.0,56.41,107960150482.5819
2025-07-22 10:02:00,UTTARABANK,21.3,970268872.0,20666726973.600002,69.37,14336508501.586323
2025-07-22 10:02:00,AIL,47.7,48676835.0,2321885029.5,69.76,1619746996.5792
2025-07-22 10:02:00,BSC,98.3,152535040.0,14994194432.0,47.9,7182219132.9279995
2025-07-22 10:02:00,BSRMSTEEL,61.3,375952500.0,23045888250.0,27.939999999999998,6439021177.049999
2025-07-22 10:02:00,DELTASPINN,5.9,166481964.0,982243587.6,79.4,779901408.5544001
2025-07-22 10:02:00,EASTRNLUB,2800.0,1587616.0,4445324800.0,33.96000000000001,1509632302.0800004
2025-07-22 10:02:00,FORTUNE,17.0,170662263.0,2901258471.0,69.07,2003899225.9197
2025-07-22 10:02:00,GIB,3.1,1036811672.0,3214116183.2000003,84.57,2718178056.13224
2025-07-22 10:02:00,IPDC,17.0,409128430.0,6955183310.0,38.120000000000005,2651315877.7720003
2025-07-22 10:02:00,LOVELLO,94.4,93500000.0,8826400000.0,61.34,5414113760.000001
2025-07-22 10:02:00,LRGLOBMF1,3.8,311080332.0,1182105261.6,86.43,1021693577.60088
2025-07-22 10:02:00,PRIMETEX,14.5,38200000.0,553900000.0,50.0,276950000.0
2025-07-22 10:02:00,QUEENSOUTH,12.8,152601439.0,1953298419.2,48.43,945982424.41856
2025-07-22 10:02:00,RUPALIBANK,22.7,487932065.0,11076057875.5,9.810000000000002,1086561277.5865502
2025-07-22 10:02:00,SEAPEARL,53.3,120750000.0,6435975000.0,53.17,3422007907.5000005
2025-07-22 10:02:00,SPCERAMICS,22.2,146966055.0,3262646421.0,50.0,1631323210.5
2025-07-22 10:02:00,WALTONHIL,461.1,302928343.0,139680258957.30002,38.91,54349588760.28543
2025-07-22 10:03:00,ASIATICLAB,45.2,122393455.0,5532184166.0,59.29,3280031992.0214
2025-07-22 10:03:00,BARKAPOWER,11.1,235465661.0,2613668837.1,70.0,1829568185.9699998
2025-07-22 10:03:00,GLOBALINS,28.7,40551763.0,1163835598.1,64.68,752768864.85108
2025-07-22 10:03:00,GP,310.1,1350300022.0,418728036822.2,10.0,41872803682.22
2025-07-22 10:03:00,JHRML,52.0,125294120.0,6515294240.0,67.7,4410854200.4800005
2025-07-22 10:03:00,LHB,55.0,1161373500.0,63875542500.0,36.38,23237922361.5
2025-07-22 10:03:00,MONNOAGML,360.0,4400256.0,1584092160.0,70.0,1108864512.0
2025-07-22 10:03:00,ORIONINFU,350.5,20359760.0,7136095880.0,59.39,4238127343.132
2025-07-22 10:03:00,PRIMEBANK,27.1,1160590563.0,31452004257.300003,61.65,19390160624.62545
2025-07-22 10:03:00,RAKCERAMIC,22.9,427968701.0,9800483252.9,27.92,2736294924.20968
2025-07-22 10:03:00,SALVOCHEM,23.9,65022793.0,1554044752.6999998,74.82,1162736283.9701397
2025-07-22 10:03:00,SEMLLECMF,9.5,50000000.0,475000000.0,90.0,427500000.0
2025-07-22 10:03:00,STANDBANKL,6.5,1115842308.0,7252975002.0,66.92,4853690871.3384
2025-07-22 10:03:00,BRACBANK,63.0,1990926167.0,125428348521.0,53.83,67518080008.8543
2025-07-22 10:03:00,GQBALLPEN,224.0,8928091.0,1999892384.0,56.51,1130139186.1983998
2025-07-22 10:03:00,ISLAMIBANK,44.8,1609990668.0,72127581926.4,99.82,71997752278.93246
2025-07-22 10:03:00,MONNOFABR,14.2,115000000.0,1633000000.0,69.1,1128403000.0
